lag,direction,F_statistic,p_value,ETF
1,Flows → Returns,0.7009073581918219,0.40690334472570755,GII
2,Flows → Returns,0.7323432346670903,0.48681900344996876,GII
3,Flows → Returns,0.9459211346936428,0.42782877677401976,GII
4,Flows → Returns,0.8766520384275642,0.4875008530344188,GII
5,Flows → Returns,0.9388087677089941,0.46889177020909734,GII
1,Returns → Flows,0.9939038260979922,0.3241209690981941,GNR
2,Returns → Flows,0.821760215476773,0.44660113676220103,GNR
3,Returns → Flows,0.9731500642317171,0.4151991080821057,GNR
4,Returns → Flows,0.900982350009317,0.47361854491636735,GNR
5,Returns → Flows,1.0113112791382686,0.42666888926183055,GNR
1,Flows → Returns,1.118258050606433,0.2959377615808093,GNR
2,Flows → Returns,0.9933295048160735,0.37887381473651704,GNR
3,Flows → Returns,0.6530597194821798,0.585857792178117,GNR
4,Flows → Returns,0.5911518042778093,0.6712077617708564,GNR
5,Flows → Returns,2.210693606847487,0.07668802314895949,GNR
1,Returns → Flows,13.019521628698461,0.0007702396580014392,GRID
2,Returns → Flows,10.448191300020733,0.00020753725294201379,GRID
3,Returns → Flows,7.256673244148187,0.0005552359855295054,GRID
4,Returns → Flows,4.1751935936761315,0.0070320799505389706,GRID
5,Returns → Flows,3.079031258945573,0.021733556405728365,GRID
1,Flows → Returns,0.26133721357043616,0.6117022250595148,GRID
2,Flows → Returns,0.20119615814363484,0.818535539156096,GRID
3,Flows → Returns,0.9040538932488607,0.4479141478795422,GRID
4,Flows → Returns,0.8268124824027535,0.5168771286426153,GRID
5,Flows → Returns,1.3626288692722197,0.26346604718569877,GRID
1,Returns → Flows,8.769474635210601,0.004876301507375276,GUNR
2,Returns → Flows,4.1127368835116584,0.02337923063205488,GUNR
3,Returns → Flows,2.4796952013733375,0.07536376564061188,GUNR
4,Returns → Flows,2.5382897009549654,0.05666079150680323,GUNR
5,Returns → Flows,2.2159434278194623,0.0760990790114754,GUNR
1,Flows → Returns,0.0026036150460834228,0.9595309236063196,GUNR
2,Flows → Returns,0.7579888170875704,0.47491015488093247,GUNR
3,Flows → Returns,1.1099398252850519,0.35671707131763886,GUNR
4,Flows → Returns,0.8883065817160118,0.4808132253265669,GUNR
5,Flows → Returns,0.8225650795646635,0.5425983413140009,GUNR
1,Returns → Flows,0.5477436642828727,0.46540195003532225,IFRA
2,Returns → Flows,0.3021171544727402,0.7419125162363349,IFRA
3,Returns → Flows,0.9589136313451051,0.4295808746880194,IFRA
4,Returns → Flows,2.1612691525670042,0.11263388644869685,IFRA
5,Returns → Flows,1.5571400713025525,0.22824331200683623,IFRA
1,Flows → Returns,1.348303583577676,0.25537874681934286,IFRA
2,Flows → Returns,1.4279139314480898,0.25870167049222537,IFRA
3,Flows → Returns,1.151950050787862,0.35035413988592684,IFRA
4,Flows → Returns,1.395754229308947,0.2731950610666053,IFRA
5,Flows → Returns,5.0748436613238175,0.005629376413748616,IFRA
1,Returns → Flows,1.4827133889412099,0.22969714894888432,IGE
2,Returns → Flows,0.5861463338707606,0.5609546283542131,IGE
3,Returns → Flows,1.472256832281515,0.2370152518561028,IGE
4,Returns → Flows,2.1837004718694484,0.09045825058096303,IGE
5,Returns → Flows,2.127596376637801,0.08664453186212773,IGE
1,Flows → Returns,0.1336251970907958,0.7164152632500489,IGE
2,Flows → Returns,0.8918569392527461,0.4175135356049624,IGE
3,Flows → Returns,1.4267857299430533,0.2495778671517667,IGE
4,Flows → Returns,1.1631570012246146,0.34322685715650286,IGE
5,Flows → Returns,0.8678180722693984,0.5130585004843007,IGE
1,Returns → Flows,1.1322582684796232,0.2929708404043688,IGF
2,Returns → Flows,1.1174782909680645,0.33663354174520865,IGF
3,Returns → Flows,3.341885720594376,0.028848666731952473,IGF
4,Returns → Flows,3.0933693144368064,0.0274808015866366,IGF
5,Returns → Flows,2.2955791926647207,0.06770421374255851,IGF
1,Flows → Returns,0.18532462558258522,0.6688916168742058,IGF
2,Flows → Returns,0.10910682788203728,0.8968879240032998,IGF
3,Flows → Returns,0.4026553370071134,0.7518801085006789,IGF
4,Flows → Returns,0.41814524107582185,0.7944348601354871,IGF
5,Flows → Returns,0.40030195493662885,0.8450402234401619,IGF
1,Returns → Flows,0.08175545108638253,0.7768975614475053,IZRL
2,Returns → Flows,0.7771957723910742,0.4697064523087554,IZRL
3,Returns → Flows,2.264365458745302,0.10677060864851216,IZRL
4,Returns → Flows,3.2394104945084816,0.032210902007941605,IZRL
5,Returns → Flows,2.541644437770159,0.06573913309818799,IZRL
1,Flows → Returns,0.012092632643343428,0.9131682743824266,IZRL
2,Flows → Returns,0.14507075673332556,0.8656307627388213,IZRL
3,Flows → Returns,0.15657919451366548,0.9244111173313337,IZRL
4,Flows → Returns,0.905880368777591,0.4784525382311229,IZRL
5,Flows → Returns,0.45240767511629726,0.8060779293221735,IZRL
1,Returns → Flows,0.22071262137654432,0.64213585268895,JUST
2,Returns → Flows,0.18438278071015585,0.8327380710141049,JUST
3,Returns → Flows,0.36206007840878107,0.780993187531154,JUST
4,Returns → Flows,1.6997221785761432,0.19162893573975484,JUST
5,Returns → Flows,2.2445878738023604,0.09990272782293294,JUST
1,Flows → Returns,0.06516881377993614,0.800371326686673,JUST
2,Flows → Returns,1.0468986552631137,0.365911989215792,JUST
3,Flows → Returns,0.1978567438708108,0.8967208739476504,JUST
4,Flows → Returns,0.7195910819872751,0.5890739555363397,JUST
5,Flows → Returns,2.371956550543152,0.08612164221569482,JUST
1,Returns → Flows,1.9632865061733915,0.16802134217595965,LIT
2,Returns → Flows,2.669988486365517,0.08099276194836845,LIT
3,Returns → Flows,2.538456377660896,0.07053049637078433,LIT
4,Returns → Flows,1.7665496716982614,0.15702099075778264,LIT
5,Returns → Flows,1.610148241655137,0.18475500802178324,LIT
1,Flows → Returns,0.08596518823244159,0.7707185500987402,LIT
2,Flows → Returns,0.803983714950796,0.4543100672753452,LIT
3,Flows → Returns,0.5539956822458059,0.648528230562577,LIT
4,Flows → Returns,0.8192508892434824,0.5214428523210972,LIT
5,Flows → Returns,0.5995498627233733,0.7005124674270505,LIT
1,Returns → Flows,1.8555272684819628,0.1799217502876763,MOO
2,Returns → Flows,0.7896827195159304,0.4606129593268071,MOO
3,Returns → Flows,1.1438763487195842,0.34343539679960117,MOO
4,Returns → Flows,0.9251371612371913,0.46013704829500157,MOO
5,Returns → Flows,0.9066599791558522,0.4885544111150919,MOO
1,Flows → Returns,0.10703276401038814,0.7450649654242429,MOO
2,Flows → Returns,0.10738727076766665,0.8984235782445907,MOO
3,Flows → Returns,0.6358938706664414,0.5963964591831197,MOO
4,Flows → Returns,0.7496116054511646,0.5647955607628368,MOO
5,Flows → Returns,0.6173131022600532,0.6874249698612431,MOO
1,Returns → Flows,0.13486339749705661,0.7151633115062906,NFRA
2,Returns → Flows,0.16986383061296162,0.8443564667860647,NFRA
3,Returns → Flows,0.3046162936436796,0.8218686192463744,NFRA
4,Returns → Flows,0.7733260962805082,0.5497730038711128,NFRA
5,Returns → Flows,0.6826317517446288,0.6398079167832732,NFRA
1,Flows → Returns,0.1461361235060554,0.7040550388887972,NFRA
2,Flows → Returns,0.3918893364595827,0.6782240425392672,NFRA
3,Flows → Returns,0.9739401510194519,0.41483767465457677,NFRA
4,Flows → Returns,0.6549482404881201,0.6272234052372052,NFRA
5,Flows → Returns,0.6725490328868136,0.6470902647428238,NFRA
1,Returns → Flows,0.20149410533386283,0.6564515447569046,PAVE
2,Returns → Flows,1.2486370263364621,0.30138027702579184,PAVE
3,Returns → Flows,1.5833544389694971,0.21640571325279637,PAVE
4,Returns → Flows,2.0867922394303116,0.11400461438481842,PAVE
5,Returns → Flows,1.476840172394678,0.23939479490702634,PAVE
1,Flows → Returns,0.045917261417666826,0.8316448811174247,PAVE
2,Flows → Returns,0.1430665243489766,0.8672841955206009,PAVE
3,Flows → Returns,1.2001441689404966,0.3285250718713736,PAVE
4,Flows → Returns,0.8345315456686739,0.5166221665576871,PAVE
5,Flows → Returns,4.426821471525498,0.006556078722372586,PAVE
1,Returns → Flows,11.08531748437268,0.0017431726195567823,PBW
2,Returns → Flows,4.348511128170452,0.019213373279791408,PBW
3,Returns → Flows,5.439708842709894,0.0031895569838713976,PBW
4,Returns → Flows,3.6090248831460747,0.014227174987953175,PBW
5,Returns → Flows,2.783347315069616,0.03324509166284184,PBW
1,Flows → Returns,1.6676018307010696,0.20317418031825765,PBW
2,Flows → Returns,0.5272355364651886,0.5940892238881167,PBW
3,Flows → Returns,0.2385816798064655,0.8689056043070841,PBW
4,Flows → Returns,0.1588920481347359,0.9576698065641079,PBW
5,Flows → Returns,0.10709884929960617,0.9899749337980642,PBW
1,Returns → Flows,0.6622458539402786,0.4200535528234265,PHO
2,Returns → Flows,3.065662349594252,0.05718090024176078,PHO
3,Returns → Flows,2.5917578122916813,0.066421077512492,PHO
4,Returns → Flows,1.603284739306544,0.19461697496981833,PHO
5,Returns → Flows,0.993575306990219,0.436723048246898,PHO
1,Flows → Returns,0.6661894948826286,0.4186830505662721,PHO
2,Flows → Returns,0.706787821035314,0.4989975409570029,PHO
3,Flows → Returns,0.7247901290829178,0.5433351521220118,PHO
4,Flows → Returns,0.9469665298921274,0.4482121420331643,PHO
5,Flows → Returns,0.7225878549067252,0.6112641078845176,PHO
1,Returns → Flows,0.0007160945667678476,0.9787695245346844,ROBO
2,Returns → Flows,0.5689378506126825,0.5704285438578254,ROBO
3,Returns → Flows,0.3345013826576275,0.8004406926380428,ROBO
4,Returns → Flows,0.24639021902762856,0.909963606358705,ROBO
5,Returns → Flows,0.3163535821152599,0.8995761214912931,ROBO
1,Flows → Returns,0.4443787606498061,0.5084201516309619,ROBO
2,Flows → Returns,0.19886409440947042,0.8204285909325759,ROBO
3,Flows → Returns,0.23634403336194024,0.8704806849531379,ROBO
4,Flows → Returns,0.2749625977437135,0.8922048426429912,ROBO
5,Flows → Returns,0.38638900947276605,0.8545145813264075,ROBO
1,Returns → Flows,1.9182122607079344,0.17661680502734467,ROBT
2,Returns → Flows,2.4189185256399766,0.10878341868450844,ROBT
3,Returns → Flows,1.4341976849682743,0.25854068932662355,ROBT
4,Returns → Flows,2.8842434698848156,0.04901414089820847,ROBT
5,Returns → Flows,2.0795755626801604,0.11824458141036029,ROBT
1,Flows → Returns,0.2872009005617883,0.5961067418539823,ROBT
2,Flows → Returns,2.141301311047702,0.1377659699749288,ROBT
3,Flows → Returns,2.8960869302353944,0.056957309200341644,ROBT
4,Flows → Returns,1.5396957476582682,0.22894830495039262,ROBT
5,Flows → Returns,0.9238072473135833,0.4895637979503955,ROBT
1,Returns → Flows,0.001217851012256108,0.9723156397581382,SUSA
2,Returns → Flows,0.7866438028898545,0.46196406646721,SUSA
3,Returns → Flows,0.5993414810288799,0.61929194497452,SUSA
4,Returns → Flows,0.41631934957427125,0.7957343657658726,SUSA
5,Returns → Flows,0.9645413856808924,0.45356672870595804,SUSA
1,Flows → Returns,1.993660199788176,0.1648367439001793,SUSA
2,Flows → Returns,0.9752319166335378,0.3854804701113903,SUSA
3,Flows → Returns,0.9049918733744823,0.4474552251118161,SUSA
4,Flows → Returns,1.1225842597551658,0.36115039727367865,SUSA
5,Flows → Returns,2.2954048288185365,0.067721533952149,SUSA
1,Returns → Flows,0.3480087865791164,0.5584798563927784,XT
2,Returns → Flows,0.3991782626473348,0.6736511795526197,XT
3,Returns → Flows,0.3008840521807523,0.8245194010916229,XT
4,Returns → Flows,0.2844495417635217,0.8858806661162377,XT
5,Returns → Flows,0.27662644245186996,0.922175015430143,XT
1,Flows → Returns,0.09085472277862222,0.7646168722809443,XT
2,Flows → Returns,1.1341873696224556,0.3323306575174515,XT
3,Flows → Returns,0.21082811554487121,0.8882192705840435,XT
4,Flows → Returns,2.454079513023873,0.06578193835336493,XT
5,Flows → Returns,2.675368384826564,0.04166429876860449,XT
